Ngày,Giờ,Mưa,Nhiệt độ,Độ ẩm,Bức xạ,Khí áp,T.độ gió,H. gió
16/06/2016,12:50,0,-,-,-,-,-,-
16/06/2016,13:00,0,32.4,61,235,1007.1,1.3,213
16/06/2016,13:10,0,-,-,-,-,-,-
16/06/2016,13:20,0,-,-,-,-,-,-
16/06/2016,13:30,0,-,-,-,-,-,-
16/06/2016,13:40,0,-,-,-,-,-,-
16/06/2016,13:50,0,-,-,-,-,-,-
16/06/2016,14:00,0,27.9,83,0,1007.4,7.3,310
16/06/2016,14:10,2.6,-,-,-,-,-,-
16/06/2016,14:20,7.4,-,-,-,-,-,-
16/06/2016,14:30,2.2,-,-,-,-,-,-
16/06/2016,14:40,3.8,-,-,-,-,-,-
16/06/2016,14:50,1,-,-,-,-,-,-
16/06/2016,15:00,1.4,25.2,96,0,1006.6,3.4,242
16/06/2016,15:10,1.4,-,-,-,-,-,-
16/06/2016,15:20,0.8,-,-,-,-,-,-
16/06/2016,15:30,0.4,-,-,-,-,-,-
16/06/2016,15:40,0.2,-,-,-,-,-,-
16/06/2016,15:50,0,-,-,-,-,-,-
16/06/2016,16:00,0.2,26.1,93,0,1007.3,4.1,230
16/06/2016,16:10,0,-,-,-,-,-,-
16/06/2016,16:20,0,-,-,-,-,-,-
16/06/2016,16:30,0,-,-,-,-,-,-
16/06/2016,16:40,0.2,-,-,-,-,-,-
16/06/2016,16:50,0,-,-,-,-,-,-
16/06/2016,17:00,0.2,25.7,94,0,1007.7,2.6,217
16/06/2016,17:10,0.4,-,-,-,-,-,-
16/06/2016,17:20,1.6,-,-,-,-,-,-
16/06/2016,17:30,1.6,-,-,-,-,-,-
16/06/2016,17:40,0.6,-,-,-,-,-,-
16/06/2016,17:50,0.4,-,-,-,-,-,-
16/06/2016,18:00,0,24.9,96,0,1007.6,1.8,212
16/06/2016,18:10,0,-,-,-,-,-,-
16/06/2016,18:20,0,-,-,-,-,-,-
16/06/2016,18:30,0.2,-,-,-,-,-,-
16/06/2016,18:40,0,-,-,-,-,-,-
16/06/2016,18:50,0.2,-,-,-,-,-,-
16/06/2016,19:00,0,24.7,96,0,1007.4,0,-
16/06/2016,19:10,0.2,-,-,-,-,-,-
16/06/2016,19:20,0,-,-,-,-,-,-
16/06/2016,19:30,0,-,-,-,-,-,-
16/06/2016,19:40,0,-,-,-,-,-,-
16/06/2016,19:50,0,-,-,-,-,-,-
16/06/2016,20:00,0,24.7,97,0,1008.5,0,-
16/06/2016,20:10,0,-,-,-,-,-,-
16/06/2016,20:20,0,-,-,-,-,-,-
16/06/2016,20:30,0,-,-,-,-,-,-
16/06/2016,20:40,0,-,-,-,-,-,-
16/06/2016,20:50,0,-,-,-,-,-,-
16/06/2016,21:00,0,25.2,97,0,1008.4,2.7,344
16/06/2016,21:10,0,-,-,-,-,-,-
16/06/2016,21:20,0,-,-,-,-,-,-
16/06/2016,21:30,0,-,-,-,-,-,-
16/06/2016,21:40,0,-,-,-,-,-,-
16/06/2016,21:50,0,-,-,-,-,-,-
16/06/2016,22:00,0,25.3,95,0,1008.9,0.1,344
16/06/2016,22:10,0,-,-,-,-,-,-
16/06/2016,22:20,0,-,-,-,-,-,-
16/06/2016,22:30,0,-,-,-,-,-,-
16/06/2016,22:40,0,-,-,-,-,-,-
16/06/2016,22:50,0,-,-,-,-,-,-
16/06/2016,23:00,0,25.3,95,0,1009.5,0,-
16/06/2016,23:10,0,-,-,-,-,-,-
16/06/2016,23:20,0,-,-,-,-,-,-
16/06/2016,23:30,0,-,-,-,-,-,-
16/06/2016,23:40,0,-,-,-,-,-,-
16/06/2016,23:50,0,-,-,-,-,-,-
17/06/2016,00:00,0,24.9,98,0,1009,0,-
17/06/2016,00:10,0,-,-,-,-,-,-
17/06/2016,00:20,0,-,-,-,-,-,-
17/06/2016,00:30,0,-,-,-,-,-,-
17/06/2016,00:40,0,-,-,-,-,-,-
17/06/2016,00:50,0,-,-,-,-,-,-
17/06/2016,01:00,0,24.8,98,0,1008.8,0,-
17/06/2016,01:10,0,-,-,-,-,-,-
17/06/2016,01:20,0,-,-,-,-,-,-
17/06/2016,01:30,0,-,-,-,-,-,-
17/06/2016,01:40,0,-,-,-,-,-,-
17/06/2016,01:50,0,-,-,-,-,-,-
17/06/2016,02:00,0,25,98,0,1008.3,0,-
17/06/2016,02:10,0.2,-,-,-,-,-,-
17/06/2016,02:20,0,-,-,-,-,-,-
17/06/2016,02:30,0,-,-,-,-,-,-
17/06/2016,02:40,0,-,-,-,-,-,-
17/06/2016,02:50,0,-,-,-,-,-,-
17/06/2016,03:00,0,24.8,98,0,1007.9,0,-
17/06/2016,03:10,0,-,-,-,-,-,-
17/06/2016,03:20,0,-,-,-,-,-,-
17/06/2016,03:30,0,-,-,-,-,-,-
17/06/2016,03:40,0,-,-,-,-,-,-
17/06/2016,03:50,0,-,-,-,-,-,-
17/06/2016,04:00,0,24.6,98,0,1007.4,0,-
17/06/2016,04:10,0,-,-,-,-,-,-
17/06/2016,04:20,0,-,-,-,-,-,-
17/06/2016,04:30,0,-,-,-,-,-,-
17/06/2016,04:40,0,-,-,-,-,-,-
17/06/2016,04:50,0,-,-,-,-,-,-
17/06/2016,05:00,0,24.3,99,0,1008.2,0,-
17/06/2016,05:10,0,-,-,-,-,-,-
17/06/2016,05:20,0,-,-,-,-,-,-
17/06/2016,05:30,0,-,-,-,-,-,-
17/06/2016,05:40,0,-,-,-,-,-,-
17/06/2016,05:50,0,-,-,-,-,-,-
17/06/2016,06:00,0,24.3,99,0,1008.9,0,-
17/06/2016,06:10,0,-,-,-,-,-,-
17/06/2016,06:20,0,-,-,-,-,-,-
17/06/2016,06:30,0,-,-,-,-,-,-
17/06/2016,06:40,0,-,-,-,-,-,-
17/06/2016,06:50,0,-,-,-,-,-,-
17/06/2016,07:00,0,25.5,99,216,1009.2,0,-
17/06/2016,07:10,0,-,-,-,-,-,-
17/06/2016,07:20,0,-,-,-,-,-,-
17/06/2016,07:30,0,-,-,-,-,-,-
17/06/2016,07:40,0,-,-,-,-,-,-
17/06/2016,07:50,0,-,-,-,-,-,-
17/06/2016,08:00,0,28.1,80,454,1009.9,0,-
17/06/2016,08:10,0,-,-,-,-,-,-
17/06/2016,08:20,0,-,-,-,-,-,-
17/06/2016,08:30,0,-,-,-,-,-,-
17/06/2016,08:40,0,-,-,-,-,-,-
17/06/2016,08:50,0,-,-,-,-,-,-
17/06/2016,09:00,0,29.2,77,634,1010.4,0,-
17/06/2016,09:10,0,-,-,-,-,-,-
17/06/2016,09:20,0,-,-,-,-,-,-
17/06/2016,09:30,0,-,-,-,-,-,-
17/06/2016,09:40,0,-,-,-,-,-,-
17/06/2016,09:50,0,-,-,-,-,-,-
17/06/2016,10:00,0,30.7,67,769,1010.3,1.9,291
17/06/2016,10:10,0,-,-,-,-,-,-
17/06/2016,10:20,0,-,-,-,-,-,-
17/06/2016,10:30,0,-,-,-,-,-,-
17/06/2016,10:40,0,-,-,-,-,-,-
17/06/2016,10:50,0,-,-,-,-,-,-
17/06/2016,11:00,0,32.1,67,911,1010.1,2.4,286
17/06/2016,11:10,0,-,-,-,-,-,-
17/06/2016,11:20,0,-,-,-,-,-,-
17/06/2016,11:30,0,-,-,-,-,-,-
17/06/2016,11:40,0,-,-,-,-,-,-
17/06/2016,11:50,0,-,-,-,-,-,-
17/06/2016,12:00,0,32.9,56,983,1009.3,2.5,297
17/06/2016,12:10,0,-,-,-,-,-,-
17/06/2016,12:20,0,-,-,-,-,-,-
17/06/2016,12:30,0,-,-,-,-,-,-
17/06/2016,12:40,0,-,-,-,-,-,-
17/06/2016,12:50,0,-,-,-,-,-,-
17/06/2016,13:00,0,33.9,55,978,1008.8,1.8,293
17/06/2016,13:10,0,-,-,-,-,-,-
17/06/2016,13:20,0,-,-,-,-,-,-
17/06/2016,13:30,0,-,-,-,-,-,-
17/06/2016,13:40,0,-,-,-,-,-,-
17/06/2016,13:50,0,-,-,-,-,-,-
17/06/2016,14:00,0,33.4,63,771,1007.6,3.1,353
17/06/2016,14:10,0,-,-,-,-,-,-
17/06/2016,14:20,0,-,-,-,-,-,-
17/06/2016,14:30,0,-,-,-,-,-,-
17/06/2016,14:40,0,-,-,-,-,-,-
17/06/2016,14:50,0,-,-,-,-,-,-
17/06/2016,15:00,0,33.5,58,610,1006.7,1.2,354
17/06/2016,15:10,0,-,-,-,-,-,-
17/06/2016,15:20,0,-,-,-,-,-,-
17/06/2016,15:30,0,-,-,-,-,-,-
17/06/2016,15:40,0,-,-,-,-,-,-
17/06/2016,15:50,0,-,-,-,-,-,-
17/06/2016,16:00,0,34.2,56,353,1006.6,0.6,286
17/06/2016,16:10,0,-,-,-,-,-,-
17/06/2016,16:20,0,-,-,-,-,-,-
17/06/2016,16:30,0,-,-,-,-,-,-
17/06/2016,16:40,0,-,-,-,-,-,-
17/06/2016,16:50,0,-,-,-,-,-,-
17/06/2016,17:00,0,33.2,62,83,1006.1,1.7,1
17/06/2016,17:10,0,-,-,-,-,-,-
17/06/2016,17:20,0,-,-,-,-,-,-
17/06/2016,17:30,0,-,-,-,-,-,-
17/06/2016,17:40,3.6,-,-,-,-,-,-
17/06/2016,17:50,2.6,-,-,-,-,-,-
17/06/2016,18:00,18.8,27.2,88,0,1007.9,1.7,48
17/06/2016,18:10,1.4,-,-,-,-,-,-
17/06/2016,18:20,0,-,-,-,-,-,-
17/06/2016,18:30,0,-,-,-,-,-,-
17/06/2016,18:40,1,-,-,-,-,-,-
17/06/2016,18:50,0.4,-,-,-,-,-,-
17/06/2016,19:00,0.2,26.4,95,0,1008.7,3.2,208
17/06/2016,19:10,0.2,-,-,-,-,-,-
17/06/2016,19:20,0.4,-,-,-,-,-,-
17/06/2016,19:30,1.6,-,-,-,-,-,-
17/06/2016,19:40,0.8,-,-,-,-,-,-
17/06/2016,19:50,0.2,-,-,-,-,-,-
17/06/2016,20:00,0.2,25.7,96,0,1009.4,0,-
17/06/2016,20:10,0,-,-,-,-,-,-
17/06/2016,20:20,0,-,-,-,-,-,-
17/06/2016,20:30,0,-,-,-,-,-,-
17/06/2016,20:40,0,-,-,-,-,-,-
17/06/2016,20:50,0,-,-,-,-,-,-
17/06/2016,21:00,0,26.3,95,0,1010,0.9,358
17/06/2016,21:10,0,-,-,-,-,-,-
17/06/2016,21:20,0,-,-,-,-,-,-
17/06/2016,21:30,0,-,-,-,-,-,-
17/06/2016,21:40,0,-,-,-,-,-,-
17/06/2016,21:50,0,-,-,-,-,-,-
17/06/2016,22:00,0,26.2,96,0,1010.4,0,-
17/06/2016,22:10,0,-,-,-,-,-,-
17/06/2016,22:20,0,-,-,-,-,-,-
17/06/2016,22:30,0,-,-,-,-,-,-
17/06/2016,22:40,0,-,-,-,-,-,-
17/06/2016,22:50,0,-,-,-,-,-,-
17/06/2016,23:00,0,26.2,96,0,1010.1,0,-
17/06/2016,23:10,0,-,-,-,-,-,-
17/06/2016,23:20,0,-,-,-,-,-,-
17/06/2016,23:30,0,-,-,-,-,-,-
17/06/2016,23:40,0,-,-,-,-,-,-
17/06/2016,23:50,0,-,-,-,-,-,-
18/06/2016,00:00,0,26,97,0,1009.8,0,-
18/06/2016,00:10,0,-,-,-,-,-,-
18/06/2016,00:20,0,-,-,-,-,-,-
18/06/2016,00:30,0,-,-,-,-,-,-
18/06/2016,00:40,0,-,-,-,-,-,-
18/06/2016,00:50,0,-,-,-,-,-,-
18/06/2016,01:00,0,25.9,97,0,1009.4,0,-
18/06/2016,01:10,0,-,-,-,-,-,-
18/06/2016,01:20,0,-,-,-,-,-,-
18/06/2016,01:30,0,-,-,-,-,-,-
18/06/2016,01:40,0,-,-,-,-,-,-
18/06/2016,01:50,0,-,-,-,-,-,-
18/06/2016,02:00,0,25.8,98,0,1008.9,0,-
18/06/2016,02:10,0,-,-,-,-,-,-
18/06/2016,02:20,0,-,-,-,-,-,-
18/06/2016,02:30,0,-,-,-,-,-,-
18/06/2016,02:40,0,-,-,-,-,-,-
18/06/2016,02:50,0,-,-,-,-,-,-
18/06/2016,03:00,0,25.8,98,0,1008.9,0,-
18/06/2016,03:10,0,-,-,-,-,-,-
18/06/2016,03:20,0,-,-,-,-,-,-
18/06/2016,03:30,0,-,-,-,-,-,-
18/06/2016,03:40,0,-,-,-,-,-,-
18/06/2016,03:50,0,-,-,-,-,-,-
18/06/2016,04:00,0,25.8,98,0,1008.5,0,-
18/06/2016,04:10,0,-,-,-,-,-,-
18/06/2016,04:20,0,-,-,-,-,-,-
18/06/2016,04:30,0,-,-,-,-,-,-
18/06/2016,04:40,0,-,-,-,-,-,-
18/06/2016,04:50,0,-,-,-,-,-,-
18/06/2016,05:00,0,26.2,98,0,1008.9,0,-
18/06/2016,05:10,0,-,-,-,-,-,-
18/06/2016,05:20,0,-,-,-,-,-,-
18/06/2016,05:30,0,-,-,-,-,-,-
18/06/2016,05:40,0,-,-,-,-,-,-
18/06/2016,05:50,0,-,-,-,-,-,-
18/06/2016,06:00,0,26.4,97,0,1009.3,0.7,290
18/06/2016,06:10,0,-,-,-,-,-,-
18/06/2016,06:20,0,-,-,-,-,-,-
18/06/2016,06:30,0,-,-,-,-,-,-
18/06/2016,06:40,0,-,-,-,-,-,-
18/06/2016,06:50,0,-,-,-,-,-,-
18/06/2016,07:00,0,27.7,92,222,1009.8,0,-
18/06/2016,07:10,0,-,-,-,-,-,-
18/06/2016,07:20,0,-,-,-,-,-,-
18/06/2016,07:30,0,-,-,-,-,-,-
18/06/2016,07:40,0,-,-,-,-,-,-
18/06/2016,07:50,0,-,-,-,-,-,-
18/06/2016,08:00,0,29.3,86,421,1010.6,2,282
18/06/2016,08:10,0,-,-,-,-,-,-
18/06/2016,08:20,0,-,-,-,-,-,-
18/06/2016,08:30,0,-,-,-,-,-,-
18/06/2016,08:40,0,-,-,-,-,-,-
18/06/2016,08:50,0,-,-,-,-,-,-
18/06/2016,09:00,0,30.6,76,172,1010.7,2.9,279
18/06/2016,09:10,0,-,-,-,-,-,-
18/06/2016,09:20,0,-,-,-,-,-,-
18/06/2016,09:30,0,-,-,-,-,-,-
18/06/2016,09:40,0,-,-,-,-,-,-
18/06/2016,09:50,0,-,-,-,-,-,-
18/06/2016,10:00,0,31.3,69,203,1011,2.7,270
18/06/2016,10:10,0,-,-,-,-,-,-
18/06/2016,10:20,0,-,-,-,-,-,-
18/06/2016,10:30,0,-,-,-,-,-,-
18/06/2016,10:40,0,-,-,-,-,-,-
18/06/2016,10:50,0,-,-,-,-,-,-
18/06/2016,11:00,0,32.2,68,439,1010.4,3,297
18/06/2016,11:10,0,-,-,-,-,-,-
18/06/2016,11:20,0,-,-,-,-,-,-
18/06/2016,11:30,0,-,-,-,-,-,-
18/06/2016,11:40,0,-,-,-,-,-,-
18/06/2016,11:50,0,-,-,-,-,-,-
18/06/2016,12:00,0,32.5,68,1071,1009.9,3.1,296
18/06/2016,12:10,0,-,-,-,-,-,-
18/06/2016,12:20,0,-,-,-,-,-,-
18/06/2016,12:30,0,-,-,-,-,-,-
18/06/2016,12:40,0,-,-,-,-,-,-
18/06/2016,12:50,0,-,-,-,-,-,-
18/06/2016,13:00,0,32.4,68,987,1009.3,2.4,301
18/06/2016,13:10,0,-,-,-,-,-,-
18/06/2016,13:20,0,-,-,-,-,-,-
18/06/2016,13:30,0,-,-,-,-,-,-
18/06/2016,13:40,0,-,-,-,-,-,-
18/06/2016,13:50,0,-,-,-,-,-,-
18/06/2016,14:00,0,33.2,64,885,1007.9,3.7,348
18/06/2016,14:10,0,-,-,-,-,-,-
18/06/2016,14:20,0,-,-,-,-,-,-
18/06/2016,14:30,0,-,-,-,-,-,-
18/06/2016,14:40,0,-,-,-,-,-,-
18/06/2016,14:50,0,-,-,-,-,-,-
18/06/2016,15:00,0,33.1,61,323,1007.2,4.1,332
18/06/2016,15:10,0,-,-,-,-,-,-
18/06/2016,15:20,0,-,-,-,-,-,-
18/06/2016,15:30,0,-,-,-,-,-,-
18/06/2016,15:40,0,-,-,-,-,-,-
18/06/2016,15:50,0,-,-,-,-,-,-
18/06/2016,16:00,0,32.4,68,230,1007.4,2.4,334
18/06/2016,16:10,0,-,-,-,-,-,-
18/06/2016,16:20,0,-,-,-,-,-,-
18/06/2016,16:30,0,-,-,-,-,-,-
18/06/2016,16:40,0,-,-,-,-,-,-
18/06/2016,16:50,0,-,-,-,-,-,-
18/06/2016,17:00,0,32,69,50,1007.6,2.2,329
18/06/2016,17:10,0,-,-,-,-,-,-
18/06/2016,17:20,0,-,-,-,-,-,-
18/06/2016,17:30,0,-,-,-,-,-,-
18/06/2016,17:40,0,-,-,-,-,-,-
18/06/2016,17:50,0,-,-,-,-,-,-
18/06/2016,18:00,0,31,75,0,1007.9,0,-
18/06/2016,18:10,0,-,-,-,-,-,-
18/06/2016,18:20,0,-,-,-,-,-,-
18/06/2016,18:30,0,-,-,-,-,-,-
18/06/2016,18:40,0,-,-,-,-,-,-
18/06/2016,18:50,0,-,-,-,-,-,-
18/06/2016,19:00,0,29.9,82,0,1008.7,1.5,171
18/06/2016,19:10,0,-,-,-,-,-,-
18/06/2016,19:20,0,-,-,-,-,-,-
18/06/2016,19:30,0,-,-,-,-,-,-
18/06/2016,19:40,0,-,-,-,-,-,-
18/06/2016,19:50,0.2,-,-,-,-,-,-
18/06/2016,20:00,0,29,89,0,1009.4,2.4,178
18/06/2016,20:10,0,-,-,-,-,-,-
18/06/2016,20:20,0,-,-,-,-,-,-
18/06/2016,20:30,0,-,-,-,-,-,-
18/06/2016,20:40,0,-,-,-,-,-,-
18/06/2016,20:50,0,-,-,-,-,-,-
18/06/2016,21:00,0,28,91,0,1009.8,1.8,174
18/06/2016,21:10,0,-,-,-,-,-,-
18/06/2016,21:20,0,-,-,-,-,-,-
18/06/2016,21:30,0,-,-,-,-,-,-
18/06/2016,21:40,0,-,-,-,-,-,-
18/06/2016,21:50,0.2,-,-,-,-,-,-
18/06/2016,22:00,3.4,24.8,94,0,1012,7.5,25
18/06/2016,22:10,7.8,-,-,-,-,-,-
18/06/2016,22:20,3.2,-,-,-,-,-,-
18/06/2016,22:30,0.4,-,-,-,-,-,-
18/06/2016,22:40,0,-,-,-,-,-,-
18/06/2016,22:50,0,-,-,-,-,-,-
18/06/2016,23:00,0,23.9,93,0,1010.5,2.7,263
18/06/2016,23:10,0,-,-,-,-,-,-
18/06/2016,23:20,0,-,-,-,-,-,-
18/06/2016,23:30,0,-,-,-,-,-,-
18/06/2016,23:40,0,-,-,-,-,-,-
18/06/2016,23:50,0,-,-,-,-,-,-
19/06/2016,00:00,0,24,95,0,1010,2.1,300
19/06/2016,00:10,0,-,-,-,-,-,-
19/06/2016,00:20,0,-,-,-,-,-,-
19/06/2016,00:30,0,-,-,-,-,-,-
19/06/2016,00:40,0,-,-,-,-,-,-
19/06/2016,00:50,0,-,-,-,-,-,-
19/06/2016,01:00,0,23.7,95,0,1009,1.4,169
19/06/2016,01:10,0,-,-,-,-,-,-
19/06/2016,01:20,0,-,-,-,-,-,-
19/06/2016,01:30,0,-,-,-,-,-,-
19/06/2016,01:40,0,-,-,-,-,-,-
19/06/2016,01:50,0,-,-,-,-,-,-
19/06/2016,02:00,0,23.7,94,0,1008.2,0,-
19/06/2016,02:10,0,-,-,-,-,-,-
19/06/2016,02:20,0,-,-,-,-,-,-
19/06/2016,02:30,0,-,-,-,-,-,-
19/06/2016,02:40,0,-,-,-,-,-,-
19/06/2016,02:50,0,-,-,-,-,-,-
19/06/2016,03:00,0,23.6,94,0,1007.3,1.4,204
19/06/2016,03:10,0,-,-,-,-,-,-
19/06/2016,03:20,0,-,-,-,-,-,-
19/06/2016,03:30,0,-,-,-,-,-,-
19/06/2016,03:40,0,-,-,-,-,-,-
19/06/2016,03:50,0,-,-,-,-,-,-
19/06/2016,04:00,0,24.7,94,0,1007.3,1.4,11
19/06/2016,04:10,0,-,-,-,-,-,-
19/06/2016,04:20,0,-,-,-,-,-,-
19/06/2016,04:30,0,-,-,-,-,-,-
19/06/2016,04:40,0,-,-,-,-,-,-
19/06/2016,04:50,0,-,-,-,-,-,-
19/06/2016,05:00,0,25,90,0,1007.4,1.4,340
19/06/2016,05:10,0,-,-,-,-,-,-
19/06/2016,05:20,0,-,-,-,-,-,-
19/06/2016,05:30,0,-,-,-,-,-,-
19/06/2016,05:40,0,-,-,-,-,-,-
19/06/2016,05:50,0,-,-,-,-,-,-
19/06/2016,06:00,0,24.7,90,0,1007.6,1.2,319
19/06/2016,06:10,0,-,-,-,-,-,-
19/06/2016,06:20,0,-,-,-,-,-,-
19/06/2016,06:30,0,-,-,-,-,-,-
19/06/2016,06:40,0,-,-,-,-,-,-
19/06/2016,06:50,0,-,-,-,-,-,-
19/06/2016,07:00,0,25.7,90,147,1009,1.5,313
19/06/2016,07:10,0,-,-,-,-,-,-
19/06/2016,07:20,0,-,-,-,-,-,-
19/06/2016,07:30,0,-,-,-,-,-,-
19/06/2016,07:40,0,-,-,-,-,-,-
19/06/2016,07:50,0,-,-,-,-,-,-
19/06/2016,08:00,0,26.9,90,220,1009.6,0.6,341
19/06/2016,08:10,0,-,-,-,-,-,-
19/06/2016,08:20,0,-,-,-,-,-,-
19/06/2016,08:30,0,-,-,-,-,-,-
19/06/2016,08:40,0,-,-,-,-,-,-
19/06/2016,08:50,0,-,-,-,-,-,-
19/06/2016,09:00,0,28.7,79,327,1010.1,1,354
19/06/2016,09:10,0,-,-,-,-,-,-
19/06/2016,09:20,0,-,-,-,-,-,-
19/06/2016,09:30,0,-,-,-,-,-,-
19/06/2016,09:40,0,-,-,-,-,-,-
19/06/2016,09:50,0,-,-,-,-,-,-
19/06/2016,10:00,0,29.8,76,165,1010.1,1.8,56
19/06/2016,10:10,0,-,-,-,-,-,-
19/06/2016,10:20,0,-,-,-,-,-,-
19/06/2016,10:30,0,-,-,-,-,-,-
19/06/2016,10:40,0,-,-,-,-,-,-
19/06/2016,10:50,0,-,-,-,-,-,-
19/06/2016,11:00,0,29.5,76,114,1009.5,2.7,45
19/06/2016,11:10,0,-,-,-,-,-,-
19/06/2016,11:20,0,-,-,-,-,-,-
19/06/2016,11:30,0,-,-,-,-,-,-
19/06/2016,11:40,0.2,-,-,-,-,-,-
19/06/2016,11:50,0,-,-,-,-,-,-
19/06/2016,12:00,0,28.5,84,29,1009.4,2.1,79
19/06/2016,12:10,0,-,-,-,-,-,-
19/06/2016,12:20,0.6,-,-,-,-,-,-
19/06/2016,12:30,0.4,-,-,-,-,-,-
19/06/2016,12:40,0,-,-,-,-,-,-
19/06/2016,12:50,0,-,-,-,-,-,-
19/06/2016,13:00,0.2,27.9,89,115,1008.9,2.7,90
19/06/2016,13:10,0.2,-,-,-,-,-,-
19/06/2016,13:20,0,-,-,-,-,-,-
19/06/2016,13:30,0,-,-,-,-,-,-
19/06/2016,13:40,0,-,-,-,-,-,-
19/06/2016,13:50,0,-,-,-,-,-,-
19/06/2016,14:00,0,26.3,93,194,1008.5,4.1,179
19/06/2016,14:10,0,-,-,-,-,-,-
19/06/2016,14:20,0,-,-,-,-,-,-
19/06/2016,14:30,0,-,-,-,-,-,-
19/06/2016,14:40,0,-,-,-,-,-,-
19/06/2016,14:50,0,-,-,-,-,-,-
19/06/2016,15:00,0,26.1,90,176,1008.1,4.4,205
19/06/2016,15:10,0,-,-,-,-,-,-
19/06/2016,15:20,0,-,-,-,-,-,-
19/06/2016,15:30,0,-,-,-,-,-,-
19/06/2016,15:40,0,-,-,-,-,-,-
19/06/2016,15:50,0,-,-,-,-,-,-
19/06/2016,16:00,0,26.1,88,149,1007.9,4.1,207
19/06/2016,16:10,0,-,-,-,-,-,-
19/06/2016,16:20,0,-,-,-,-,-,-
19/06/2016,16:30,0,-,-,-,-,-,-
19/06/2016,16:40,0,-,-,-,-,-,-
19/06/2016,16:50,0,-,-,-,-,-,-
19/06/2016,17:00,0,25.9,89,75,1008.5,3.6,228
19/06/2016,17:10,0,-,-,-,-,-,-
19/06/2016,17:20,0,-,-,-,-,-,-
19/06/2016,17:30,0,-,-,-,-,-,-
19/06/2016,17:40,0,-,-,-,-,-,-
19/06/2016,17:50,0,-,-,-,-,-,-
19/06/2016,18:00,0,25.3,91,0,1009.2,3,232
19/06/2016,18:10,0,-,-,-,-,-,-
19/06/2016,18:20,0,-,-,-,-,-,-
19/06/2016,18:30,0,-,-,-,-,-,-
19/06/2016,18:40,0,-,-,-,-,-,-
19/06/2016,18:50,0,-,-,-,-,-,-
19/06/2016,19:00,0,24.9,92,0,1008.8,1.6,200
19/06/2016,19:10,0,-,-,-,-,-,-
19/06/2016,19:20,0,-,-,-,-,-,-
19/06/2016,19:30,0,-,-,-,-,-,-
19/06/2016,19:40,0,-,-,-,-,-,-
19/06/2016,19:50,0,-,-,-,-,-,-
19/06/2016,20:00,0,24.7,94,0,1009,1.6,238
19/06/2016,20:10,0,-,-,-,-,-,-
19/06/2016,20:20,0,-,-,-,-,-,-
19/06/2016,20:30,0,-,-,-,-,-,-
19/06/2016,20:40,0,-,-,-,-,-,-
19/06/2016,20:50,0,-,-,-,-,-,-
19/06/2016,21:00,0,24.8,94,0,1009.8,1.8,177
19/06/2016,21:10,0,-,-,-,-,-,-
19/06/2016,21:20,0,-,-,-,-,-,-
19/06/2016,21:30,0,-,-,-,-,-,-
19/06/2016,21:40,0,-,-,-,-,-,-
19/06/2016,21:50,0,-,-,-,-,-,-
19/06/2016,22:00,0,24.8,94,0,1010,0.8,116
19/06/2016,22:10,0,-,-,-,-,-,-
19/06/2016,22:20,0,-,-,-,-,-,-
19/06/2016,22:30,0,-,-,-,-,-,-
19/06/2016,22:40,0,-,-,-,-,-,-
19/06/2016,22:50,0,-,-,-,-,-,-
19/06/2016,23:00,0,24.7,95,0,1010,0,-
19/06/2016,23:10,0,-,-,-,-,-,-
19/06/2016,23:20,0,-,-,-,-,-,-
19/06/2016,23:30,0,-,-,-,-,-,-
19/06/2016,23:40,0,-,-,-,-,-,-
19/06/2016,23:50,0.2,-,-,-,-,-,-
20/06/2016,00:00,0,24.8,96,0,1009.8,1.8,227
20/06/2016,00:10,0,-,-,-,-,-,-
20/06/2016,00:20,0,-,-,-,-,-,-
20/06/2016,00:30,0,-,-,-,-,-,-
20/06/2016,00:40,0,-,-,-,-,-,-
20/06/2016,00:50,0,-,-,-,-,-,-
20/06/2016,01:00,0,24.6,95,0,1009.3,1.3,208
20/06/2016,01:10,0,-,-,-,-,-,-
20/06/2016,01:20,0,-,-,-,-,-,-
20/06/2016,01:30,0,-,-,-,-,-,-
20/06/2016,01:40,0,-,-,-,-,-,-
20/06/2016,01:50,0,-,-,-,-,-,-
20/06/2016,02:00,0,24.6,95,0,1008.5,0.2,231
20/06/2016,02:10,0,-,-,-,-,-,-
20/06/2016,02:20,0,-,-,-,-,-,-
20/06/2016,02:30,0,-,-,-,-,-,-
20/06/2016,02:40,0.4,-,-,-,-,-,-
20/06/2016,02:50,0,-,-,-,-,-,-
20/06/2016,03:00,0.2,24.8,96,0,1008.5,1.7,56
20/06/2016,03:10,0,-,-,-,-,-,-
20/06/2016,03:20,0,-,-,-,-,-,-
20/06/2016,03:30,0.2,-,-,-,-,-,-
20/06/2016,03:40,0,-,-,-,-,-,-
20/06/2016,03:50,0,-,-,-,-,-,-
20/06/2016,04:00,0,25.3,92,0,1008.1,2.3,341
20/06/2016,04:10,0,-,-,-,-,-,-
20/06/2016,04:20,0,-,-,-,-,-,-
20/06/2016,04:30,0,-,-,-,-,-,-
20/06/2016,04:40,0,-,-,-,-,-,-
20/06/2016,04:50,0,-,-,-,-,-,-
20/06/2016,05:00,0,25,94,0,1007.6,2.1,293
20/06/2016,05:10,0,-,-,-,-,-,-
20/06/2016,05:20,0,-,-,-,-,-,-
